loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
1001926,201926,9818.181818,3,10.49,389.98,B,幼教与中小学校,电力、热力生产供应业,,0,2,2014/11/1,0,87,11,38.31,1,741.8181818,927.2727273,7,0,0.0,4613.538462,44.6,1,0,Nov-99,0,1,1.0,0.0,8.0,12.0,7.0,3,5121,0.0,0.0
1021289,221289,32727.27273,5,21.591,862.87,F,政府机构,文化和体育业,3 years,1,2,2015/7/1,0,31,2,17.02727273,0,730.9090909,913.6363636,8,0,0.0,23583.0,61.7,0,0,3-Mar,0,1,4.0,0.0,4.0,30.0,17.0,4,1765,353.0,0.0
1004762,204762,16363.63636,3,7.26,557.94,A,普通企业,电力、热力生产供应业,8 years,0,0,2015/11/1,0,241,7,29.28,0,834.5454545,1043.181818,23,0,0.0,15297.0,14.49230769,0,0,1-Dec,0,1,5.0,0.0,9.0,25.0,17.0,0,667,200.1,0.0
1046202,246202,16363.63636,3,10.99,654.68,B,上市企业,农、林、牧、渔业,10+ years,2,1,2015/10/1,4,79,2,11.96181818,0,720.0,900.0,11,1,1.0,20112.61538,84.9,0,0,Apr-00,4,1,7.0,0.0,5.0,27.0,16.0,0,6834,0.0,0.0
1046159,246159,6259.090909,3,15.813,274.92,D,普通企业,建筑业,10+ years,2,1,2015/12/1,5,677,13,31.99090909,0,710.0,828.3333333,20,0,0.0,14510.76923,36.09230769,0,0,Sep-94,6,1,4.0,0.0,16.0,37.0,10.0,3,3011,0.0,0.0
1044910,244910,25227.27273,5,17.57,698.2,D,普通企业,电力、热力生产供应业,10+ years,0,1,2014/10/1,0,106,12,21.70909091,0,600.0,750.0,6,1,1.0,4455.0,57.83076923,0,0,May-95,0,1,3.0,0.0,15.0,12.0,6.0,0,0,0.0,1.0
1004040,204040,1418.181818,3,8.82,38.61,B,普通企业,农、林、牧、渔业,8 years,0,0,2016/1/1,4,19,14,17.82,1,774.5454545,968.1818182,15,0,0.0,4037.307692,14.4,0,0,Aug-82,4,1,5.0,0.0,10.0,22.0,9.0,0,0,0.0,1.0
1000746,200746,18909.09091,3,5.616,488.5,A,政府机构,公共服务、社会组织,< 1 year,1,1,2015/11/1,0,420,4,26.93,1,556.3636364,695.4545455,31,0,0.0,19108.0,47.07692308,1,0,3-Apr,0,1,10.0,0.0,23.0,15.0,8.0,2,7419,2225.7,0.0
1017063,217063,12886.36364,5,26.77,478.77,E,普通企业,住宿和餐饮业,,1,0,2018/3/1,0,21,13,38.88,0,576.8181818,672.9545455,14,0,0.0,9222.769231,47.81538462,0,0,Feb-86,0,1,8.0,0.0,7.0,22.0,14.0,0,0,0.0,1.0
1024432,224432,9818.181818,5,20.724,279.21,E,普通企业,信息传输、软件和信息技术服务业,8 years,2,2,2015/5/1,0,95,13,16.54363636,0,600.0,650.0,8,1,1.0,6774.461538,38.6,1,0,Dec-99,0,1,6.0,0.0,12.0,12.0,7.0,0,0,0.0,1.0
1035902,235902,2481.818182,3,12.591,71.77,C,普通企业,住宿和餐饮业,2 years,1,2,2016/12/1,10,136,8,9.319090909,0,589.0909091,736.3636364,6,0,0.0,361.8461538,2.369230769,0,0,7-Mar,11,1,2.0,0.0,3.0,5.0,4.0,3,807,161.4,0.0
1017723,217723,12272.72727,3,6.219,462.54,A,上市企业,电力、热力生产供应业,6 years,0,2,2010/10/1,4,488,24,10.90909091,0,597.2727273,647.0454545,11,0,0.0,15537.23077,45.12307692,1,0,Dec-90,1086,1,,,,,,0,692,69.2,0.0
1031001,231001,13000.0,3,11.825,424.07,B,上市企业,文化和体育业,2 years,1,0,2016/3/1,4,52,19,21.73090909,0,604.5454545,755.6818182,8,0,0.0,6329.538462,62.03076923,0,0,10-Sep,4,1,4.0,0.0,9.0,4.0,1.0,0,0,0.0,1.0
1037655,237655,5454.545455,3,10.923,161.18,B,世界五百强,金融业,7 years,0,2,2017/11/1,0,673,40,16.08,0,627.2727273,731.8181818,10,1,1.0,6920.769231,31.23076923,0,0,Aug-93,0,1,7.0,0.0,4.0,10.0,5.0,3,1221,0.0,0.0
1028037,228037,18200.0,5,9.449,316.63,A,普通企业,房地产业,10+ years,0,1,2016/9/1,0,74,30,3.338181818,0,642.2727273,802.8409091,13,0,0.0,7211.0,13.46153846,1,0,Jul-91,2,1,6.0,0.0,1.0,29.0,12.0,0,0,0.0,1.0
1014868,214868,22090.90909,3,13.66,918.35,C,幼教与中小学校,住宿和餐饮业,10+ years,0,1,2014/11/1,4,21,13,17.03454545,1,680.0,850.0,12,0,0.0,33789.53846,74.07692308,1,0,Sep-88,4,1,7.0,0.0,7.0,23.0,11.0,2,8568,2570.4,0.0
1007265,207265,7636.363636,3,17.99,303.64,D,普通企业,建筑业,4 years,1,1,2016/12/1,0,31,2,30.13,0,556.3636364,602.7272727,16,0,0.0,8527.076923,35.35384615,0,0,5-Oct,0,1,12.0,0.0,6.0,17.0,14.0,0,0,0.0,1.0
1027100,227100,10000.0,3,8.69,312.91,A,普通企业,电力、热力生产供应业,4 years,1,2,2014/3/1,0,143,8,11.36454545,0,736.3636364,797.7272727,18,0,0.0,11331.38462,44.2,1,0,2-Aug,0,1,9.0,0.0,9.0,14.0,9.0,1,680,136.0,0.0
1037652,237652,10909.09091,3,5.427,365.23,A,政府机构,金融业,10+ years,1,0,2015/1/1,4,52,19,18.97272727,0,812.7272727,880.4545455,20,0,0.0,15107.30769,23.15384615,1,0,Jun-00,4,1,13.0,0.0,4.0,24.0,11.0,2,1872,0.0,0.0
1004440,204440,6400.0,3,9.702,208.87,B,世界五百强,国际组织,1 year,1,1,2016/1/1,4,115,8,18.20727273,0,589.0909091,638.1818182,16,0,0.0,6247.384615,17.26153846,0,0,11-Sep,4,1,7.0,0.0,2.0,14.0,8.0,3,926,185.2,0.0
1047777,247777,5909.090909,3,8.991,161.32,B,普通企业,公共服务、社会组织,4 years,0,1,2015/7/1,0,706,16,26.70545455,0,690.0,805.0,9,0,0.0,7847.538462,83.8,1,0,Jul-83,0,1,4.0,0.0,7.0,11.0,6.0,3,202,60.6,0.0
1045464,245464,18909.09091,5,11.997,366.76,C,普通企业,制造业,8 years,1,1,2015/2/1,0,176,3,23.69,0,752.7272727,940.9090909,12,0,0.0,16014.23077,74.88461538,0,0,Aug-97,0,1,7.0,0.0,8.0,20.0,13.0,0,0,0.0,1.0
1004205,204205,26181.81818,5,17.171,578.68,D,普通企业,住宿和餐饮业,9 years,2,2,2015/6/1,2,53,19,5.536363636,4,670.0,725.8333333,12,0,0.0,9792.0,31.66153846,0,0,Nov-95,5,1,2.0,0.0,3.0,18.0,5.0,2,9142,914.2,0.0
1009409,209409,9818.181818,3,4.788,325.24,A,普通企业,金融业,2 years,0,2,2015/6/1,0,418,45,13.14545455,0,785.4545455,916.3636364,9,0,0.0,52173.23077,93.69230769,0,0,Jul-95,0,1,3.0,0.0,12.0,6.0,5.0,1,4569,913.8,0.0
1034893,234893,2563.636364,3,14.049,82.17,C,上市企业,住宿和餐饮业,1 year,1,2,2014/4/1,4,235,8,34.22,0,548.1818182,685.2272727,11,0,0.0,3732.615385,35.42307692,0,0,8-Apr,4,1,5.0,0.0,1.0,12.0,4.0,1,163,16.3,0.0
1005953,205953,17454.54545,3,14.99,554.57,C,政府机构,信息传输、软件和信息技术服务业,2 years,1,1,2016/11/1,0,250,37,18.32727273,0,750.0,812.5,5,0,0.0,930.4615385,11.76923077,0,0,6-Aug,0,1,2.0,0.0,41.0,15.0,6.0,1,6845,0.0,0.0
1001879,201879,2181.818182,3,16.841,69.64,C,普通企业,房地产业,8 years,1,0,2013/4/1,0,335,8,16.68,0,544.0909091,680.1136364,10,0,0.0,20006.0,88.96153846,1,0,1-Jun,45554,1,6.0,0.0,9.0,13.0,11.0,0,0,0.0,1.0
1025237,225237,12590.90909,5,22.55,370.81,E,普通企业,金融业,10+ years,0,1,2014/1/1,0,23,9,19.01,0,552.2727273,598.2954545,15,0,0.0,31137.69231,90.0,0,0,Apr-89,838,1,8.0,0.0,8.0,22.0,13.0,0,0,0.0,1.0
1006943,206943,12218.18182,5,17.171,270.05,D,政府机构,批发和零售业,7 years,0,2,2015/7/1,5,258,8,0.94,1,576.8181818,672.9545455,4,0,0.0,852.0,18.8,0,0,Aug-00,6,1,2.0,0.0,2.0,7.0,4.0,5,3252,650.4,0.0
1001065,201065,14181.81818,3,11.844,405.25,C,高等教育机构,住宿和餐饮业,1 year,1,0,2009/3/1,4,218,0,6.490909091,0,720.0,900.0,7,0,0.0,9091.153846,33.46153846,1,0,4-Jun,19410,1,,,,,,3,206,0.0,0.0
1039699,239699,17431.81818,3,9.339,605.22,B,普通企业,建筑业,,0,2,2016/1/1,4,556,10,23.71090909,1,690.0,747.5,16,0,0.0,33330.0,61.84615385,0,0,Mar-77,2,1,6.0,0.0,9.0,22.0,14.0,3,2570,257.0,0.0
1045410,245410,15272.72727,5,12.294,323.3,C,普通企业,金融业,10+ years,1,1,2014/12/1,0,512,21,9.57,3,665.0,720.4166667,7,0,0.0,13690.92308,106.2692308,0,0,Aug-84,0,1,2.0,0.0,5.0,14.0,8.0,0,0,0.0,1.0
1006177,206177,6545.454545,3,14.949,271.84,C,普通企业,电力、热力生产供应业,2 years,1,1,2017/12/1,4,97,12,7.101818182,0,763.6363636,954.5454545,11,0,0.0,5049.0,34.24615385,1,0,3-May,4,1,6.0,0.0,3.0,13.0,3.0,3,380,76.0,0.0
1032612,232612,35000.0,3,19.99,1300.55,D,普通企业,采矿业,10+ years,2,1,2016/7/1,0,534,14,7.46,0,736.3636364,920.4545455,4,0,0.0,6886.153846,99.5,0,0,5-Dec,0,1,1.0,0.0,19.0,3.0,3.0,0,0,0.0,1.0
1000961,200961,14545.45455,3,6.858,498.59,A,上市企业,制造业,< 1 year,1,0,2013/12/1,0,186,9,14.81727273,0,585.0,682.5,14,0,0.0,13045.84615,79.84615385,1,0,4-Feb,38,1,2.0,0.0,11.0,9.0,6.0,1,3311,993.3,0.0
1023859,223859,20000.0,3,10.99,654.68,B,普通企业,金融业,10+ years,1,1,2015/6/1,4,138,0,27.22909091,0,622.7272727,726.5151515,10,0,0.0,16920.92308,82.6,1,0,7-Apr,4,1,7.0,0.0,5.0,7.0,5.0,0,721,144.2,0.0
1008283,208283,16545.45455,5,14.46,329.11,C,普通企业,公共服务、社会组织,1 year,1,1,2016/2/1,4,19,14,22.58181818,0,618.1818182,721.2121212,15,0,0.0,28282.0,63.69230769,0,0,1-Nov,4,1,10.0,0.0,3.0,40.0,29.0,0,0,0.0,1.0
1018622,218622,23636.36364,3,9.702,652.7,B,上市企业,金融业,10+ years,0,1,2016/1/1,4,521,24,14.10545455,1,564.5454545,658.6363636,9,0,0.0,29476.15385,60.0,0,0,Jul-96,4,1,5.0,0.0,7.0,21.0,16.0,3,5873,587.3,0.0
1031195,231195,14545.45455,3,12.089,523.75,B,上市企业,住宿和餐饮业,10+ years,0,0,2015/10/1,0,188,23,14.17909091,0,622.7272727,726.5151515,16,0,0.0,16269.23077,65.76923077,1,0,Sep-95,0,1,8.0,,9.0,10.0,6.0,3,6752,0.0,0.0
1049326,249326,7854.545455,3,13.98,246.01,C,上市企业,公共服务、社会组织,8 years,0,1,2014/1/1,0,466,36,9.41,2,725.4545455,785.9090909,10,2,0.0,3446.769231,49.2,1,0,May-95,38,1,5.0,0.0,9.0,22.0,7.0,1,2917,583.4,0.0
1034160,234160,13636.36364,3,10.341,494.57,B,普通企业,房地产业,10+ years,2,1,2016/7/1,0,458,5,14.83,2,564.5454545,658.6363636,8,0,0.0,9360.0,52.61538462,0,0,Jan-00,0,1,4.0,0.0,4.0,16.0,7.0,3,5975,1792.5,0.0
1018220,218220,18181.81818,5,14.46,470.15,C,世界五百强,住宿和餐饮业,10+ years,0,0,2016/3/1,0,109,21,8.214545455,1,544.0909091,634.7727273,8,0,0.0,27146.0,98.07692308,0,0,Jun-85,0,1,8.0,0.0,1.0,10.0,4.0,4,3548,709.6,0.0
1005967,205967,2954.545455,3,14.09,85.56,B,普通企业,文化和体育业,5 years,1,0,2012/7/1,5,139,8,22.45454545,0,568.6363636,663.4090909,4,0,0.0,2500.0,64.15384615,1,0,6-Sep,63,1,,,,,,2,1073,321.9,0.0
1035027,235027,6854.545455,3,7.731,183.34,A,政府机构,电力、热力生产供应业,< 1 year,1,2,2016/6/1,4,265,7,2.462727273,0,640.9090909,801.1363636,4,0,0.0,4925.769231,39.69230769,1,0,13-Mar,4,1,1.0,0.0,0.0,6.0,6.0,1,2361,236.1,0.0
1020485,220485,5672.727273,3,6.741,149.29,A,普通企业,公共服务、社会组织,10+ years,0,0,2016/11/1,3,677,13,17.53,0,720.0,900.0,7,0,0.0,1807.076923,8.6,0,0,4-Jun,3,1,1.0,0.0,6.0,9.0,4.0,0,1116,334.8,0.0
1031364,231364,20000.0,3,8.18,628.39,B,普通企业,批发和零售业,3 years,0,0,2015/11/1,4,682,2,27.79363636,0,585.0,731.25,22,0,0.0,52412.30769,68.8,0,0,Nov-99,4,1,14.0,0.0,7.0,30.0,6.0,2,4642,0.0,0.0
1048640,248640,14727.27273,3,11.511,604.68,C,政府机构,住宿和餐饮业,10+ years,0,2,2016/9/1,4,64,14,2.487272727,1,730.9090909,852.7272727,9,0,0.0,4076.153846,8.7,1,0,11-Feb,4,1,4.0,0.0,4.0,6.0,3.0,3,6271,1254.2,0.0
1025947,225947,35454.54545,3,20.889,1099.53,D,上市企业,金融业,10+ years,0,2,2016/9/1,2,104,23,16.39636364,3,548.1818182,593.8636364,12,1,1.0,8985.846154,59.12307692,1,0,4-Jan,5,1,4.0,0.0,9.0,11.0,6.0,0,6740,2022.0,0.0
1017957,217957,10909.09091,3,9.891,392.81,B,普通企业,农、林、牧、渔业,,2,2,2014/8/1,4,512,21,5.367272727,1,741.8181818,927.2727273,15,1,1.0,16363.84615,41.03076923,0,0,Feb-96,4,1,9.0,0.0,10.0,27.0,14.0,3,3122,936.6,0.0
1006392,206392,19225.0,3,11.421,644.9,C,政府机构,电力、热力生产供应业,9 years,1,2,2015/9/1,0,215,8,14.04545455,0,725.0,785.4166667,3,0,0.0,13685.76923,87.69230769,1,0,Feb-00,0,1,2.0,0.0,3.0,3.0,3.0,3,4041,808.2,0.0
1027809,227809,18909.09091,3,8.39,504.27,A,普通企业,电力、热力生产供应业,1 year,1,0,2014/8/1,0,221,8,16.96,0,670.0,725.8333333,13,0,0.0,13098.61538,70.15384615,0,0,Oct-99,0,1,7.0,0.0,26.0,21.0,10.0,3,3966,0.0,0.0
1003385,203385,4581.818182,3,21.591,219.68,E,政府机构,批发和零售业,8 years,2,2,2017/2/1,0,48,10,30.76363636,0,675.0,843.75,15,1,1.0,11579.07692,50.5,1,0,3-Apr,0,1,7.0,0.0,7.0,14.0,4.0,2,717,215.1,0.0
1007771,207771,1227.272727,3,12.303,51.03,C,普通企业,公共服务、社会组织,5 years,1,1,2015/11/1,7,53,19,25.91,1,774.5454545,839.0909091,10,0,0.0,1249.846154,7.969230769,0,0,May-97,8,1,4.0,0.0,17.0,7.0,2.0,0,53,10.6,0.0
1010074,210074,10000.0,3,14.289,336.9,C,政府机构,信息传输、软件和信息技术服务业,10+ years,0,1,2016/2/1,0,177,26,18.92727273,0,720.0,780.0,16,0,0.0,6910.384615,71.3,0,0,6-Feb,0,1,7.0,0.0,8.0,8.0,2.0,3,4842,0.0,0.0
1004392,204392,7000.0,3,6.633,213.05,A,上市企业,公共服务、社会组织,6 years,0,0,2013/3/1,8,158,9,8.227272727,0,796.3636364,929.0909091,9,0,0.0,7486.769231,19.92307692,1,0,Mar-89,3429,1,4.0,0.0,3.0,15.0,10.0,1,530,0.0,0.0
1027335,227335,8272.727273,3,16.55,322.41,D,普通企业,信息传输、软件和信息技术服务业,2 years,2,1,2015/5/1,0,337,14,31.51,0,665.0,720.4166667,11,0,0.0,7929.230769,41.67692308,0,0,2-Aug,0,1,5.0,0.0,24.0,13.0,6.0,1,2127,0.0,0.0
1032100,232100,18181.81818,5,13.33,458.45,C,政府机构,金融业,5 years,0,1,2015/2/1,0,303,9,20.81,0,763.6363636,890.9090909,7,0,0.0,37755.0,103.1692308,0,0,Mar-98,0,1,4.0,0.0,5.0,13.0,5.0,4,7438,2231.4,0.0
1049106,249106,32727.27273,3,8.789,939.96,A,普通企业,房地产业,5 years,0,1,2017/1/1,0,64,14,23.00727273,0,560.4545455,653.8636364,16,0,0.0,33610.15385,61.38461538,0,0,1-Dec,0,1,13.0,,5.0,23.0,17.0,3,4775,955.0,0.0
1032535,232535,17018.18182,5,9.333,308.59,B,幼教与中小学校,文化和体育业,10+ years,2,1,2011/1/1,0,669,24,24.65454545,0,718.1818182,897.7272727,9,0,0.0,3311.076923,6.030769231,1,0,Jan-97,10210,1,,,,,,5,6338,0.0,0.0
1035416,235416,16363.63636,5,19.52,472.1,D,政府机构,信息传输、软件和信息技术服务业,5 years,1,2,2013/12/1,0,310,24,16.10181818,0,572.7272727,620.4545455,10,1,1.0,7203.538462,38.53846154,1,0,Oct-95,23387,1,2.0,0.0,6.0,12.0,6.0,0,0,0.0,1.0
1031767,231767,24545.45455,5,23.13,847.96,F,普通企业,信息传输、软件和信息技术服务业,6 years,0,2,2016/3/1,0,348,18,19.13454545,0,741.8181818,865.4545455,13,0,0.0,23080.0,104.8923077,0,0,Sep-00,0,1,4.0,0.0,21.0,9.0,6.0,0,0,0.0,1.0
1043300,243300,28477.27273,3,19.866,1133.42,D,上市企业,电力、热力生产供应业,10+ years,1,1,2017/10/1,0,536,23,6.469090909,5,544.0909091,589.4318182,6,0,0.0,8066.0,35.81538462,0,0,Apr-98,0,1,4.0,0.0,15.0,7.0,4.0,0,1148,229.6,0.0
1047437,247437,27818.18182,5,24.167,938.47,E,幼教与中小学校,文化和体育业,8 years,0,2,2012/5/1,4,648,13,9.981818182,0,695.0,810.8333333,14,0,0.0,41372.30769,99.23076923,1,0,May-94,58038,1,,,,,,1,3258,977.4,0.0
1031551,231551,10400.0,3,16.29,310.65,C,幼教与中小学校,交通运输、仓储和邮政业,2 years,2,2,2012/11/1,0,842,43,23.40909091,0,609.0909091,710.6060606,6,0,0.0,5072.307692,76.84615385,1,0,Jul-00,0,1,4.0,0.0,5.0,7.0,5.0,0,81,0.0,0.0
1021539,221539,5727.272727,3,13.332,232.91,B,幼教与中小学校,文化和体育业,10+ years,0,0,2012/11/1,0,97,12,18.54,0,690.0,805.0,13,0,0.0,9432.923077,45.2,1,0,Jul-99,52068,1,6.0,0.0,8.0,7.0,3.0,3,3044,913.2,0.0
1032711,232711,20393.18182,5,10.908,555.96,B,政府机构,公共服务、社会组织,3 years,0,2,2013/2/1,0,405,2,17.41818182,0,735.0,857.5,17,0,0.0,31077.23077,26.21538462,1,0,Sep-98,38,1,7.0,0.0,5.0,24.0,12.0,5,5307,1592.1,0.0
1010298,210298,26181.81818,3,9.99,774.3,B,政府机构,公共服务、社会组织,6 years,1,0,2015/10/1,4,56,8,9.045454545,0,572.7272727,715.9090909,12,0,0.0,23233.53846,36.55384615,0,0,6-Nov,4,1,8.0,0.0,5.0,24.0,18.0,2,7884,2365.2,0.0
1015896,215896,14727.27273,3,14.49,619.49,C,幼教与中小学校,电力、热力生产供应业,10+ years,0,1,2016/9/1,0,109,21,26.5,0,613.6363636,767.0454545,15,0,0.0,18878.76923,66.98461538,0,0,3-Jan,0,1,10.0,0.0,2.0,15.0,9.0,3,7369,0.0,0.0
1022033,222033,15272.72727,5,8.991,297.39,B,上市企业,电力、热力生产供应业,2 years,1,1,2015/8/1,4,179,2,12.40363636,0,627.2727273,784.0909091,6,0,0.0,7771.0,92.93846154,0,0,3-Sep,4,1,5.0,0.0,1.0,5.0,5.0,0,0,0.0,1.0
1016031,216031,15000.0,3,12.584,494.22,B,上市企业,电力、热力生产供应业,5 years,0,0,2017/4/1,0,71,9,14.60454545,4,752.7272727,878.1818182,20,0,0.0,7219.384615,32.73846154,0,0,7-Jan,0,1,9.0,0.0,4.0,22.0,4.0,1,3397,339.7,0.0
1032347,232347,10000.0,3,18.85,365.81,D,普通企业,金融业,10+ years,1,0,2013/9/1,4,226,21,15.61090909,1,660.0,770.0,11,0,0.0,9401.538462,77.0,1,0,8-Jun,4,1,7.0,0.0,2.0,11.0,8.0,3,1980,396.0,0.0
1028930,228930,35454.54545,5,14.33,703.2,C,上市企业,采矿业,4 years,0,2,2012/8/1,4,306,26,33.62181818,0,760.0,886.6666667,17,0,0.0,103921.8462,47.8,1,0,Oct-83,840,1,,,,,,4,8412,1682.4,0.0
1034638,234638,8181.818182,3,16.841,348.18,C,上市企业,建筑业,1 year,1,0,2012/7/1,4,354,26,10.97272727,0,665.0,720.4166667,9,1,1.0,5773.846154,80.19230769,1,0,2-Apr,70,1,,,,,,0,244,0.0,0.0
1013948,213948,25454.54545,3,17.99,1012.13,D,上市企业,文化和体育业,3 years,0,0,2016/10/1,0,230,2,18.40909091,0,695.0,752.9166667,21,1,1.0,28560.0,68.81538462,1,0,4-Oct,0,1,5.0,0.0,35.0,23.0,20.0,0,1630,163.0,0.0
1011876,211876,1418.181818,3,8.24,37.74,B,普通企业,制造业,1 year,2,1,2016/11/1,5,304,22,25.01181818,0,785.0,915.8333333,9,0,0.0,1276.615385,4.9,0,0,8-Dec,6,1,3.0,0.0,3.0,7.0,2.0,1,386,38.6,0.0
1018849,218849,6545.454545,3,12.29,240.15,C,普通企业,制造业,5 years,0,2,2015/11/1,4,305,15,28.81818182,0,690.0,805.0,13,0,0.0,17114.0,116.1923077,0,0,Jun-92,4,1,4.0,0.0,17.0,7.0,6.0,2,3071,921.3,0.0
1018578,218578,19636.36364,5,14.64,424.83,C,世界五百强,采矿业,3 years,0,0,2014/4/1,0,52,19,6.823636364,0,600.0,750.0,7,1,1.0,10648.84615,78.9,0,0,Aug-99,0,1,2.0,0.0,8.0,11.0,7.0,1,997,99.7,0.0
1014630,214630,27272.72727,5,21.967,794.32,D,高等教育机构,制造业,10+ years,1,1,2013/12/1,4,195,38,18.77,0,769.0909091,833.1818182,16,0,0.0,35383.84615,102.2,1,0,1-Jan,21261,1,13.0,0.0,8.0,17.0,10.0,0,0,0.0,1.0
1037754,237754,31418.18182,3,12.74,966.79,C,普通企业,金融业,6 years,0,2,2017/1/1,0,390,13,17.98363636,3,736.3636364,859.0909091,46,0,0.0,54323.23077,92.42307692,0,0,Jan-92,0,1,33.0,0.0,15.0,59.0,20.0,3,11305,2261.0,0.0
1049776,249776,17727.27273,3,6.651,465.84,A,普通企业,批发和零售业,9 years,0,0,2016/4/1,0,392,32,20.28272727,0,736.3636364,859.0909091,8,1,1.0,10812.30769,98.19230769,0,0,Jun-96,0,1,4.0,0.0,9.0,8.0,4.0,1,652,130.4,0.0
1001803,201803,6545.454545,3,14.49,247.8,C,政府机构,公共服务、社会组织,2 years,1,1,2016/9/1,9,153,11,18.19090909,1,622.7272727,674.6212121,13,1,1.0,9048.923077,45.23076923,1,0,Mar-93,10,1,4.0,0.0,5.0,14.0,2.0,0,0,0.0,1.0
1022030,222030,4727.272727,3,16.489,180.24,C,上市企业,公共服务、社会组织,10+ years,1,2,2014/12/1,4,31,2,24.37090909,0,736.3636364,859.0909091,8,1,1.0,3673.0,58.03846154,1,0,3-Sep,4,1,4.0,0.0,12.0,5.0,3.0,3,712,142.4,0.0
1042744,242744,7272.727273,3,14.839,271.45,C,幼教与中小学校,电力、热力生产供应业,,1,2,2016/7/1,2,134,8,12.25636364,0,790.9090909,922.7272727,7,1,1.0,2398.846154,12.27692308,0,0,7-Jan,5,1,3.0,0.0,2.0,14.0,10.0,3,3566,713.2,0.0
1016215,216215,4909.090909,3,12.089,196.41,B,上市企业,金融业,10+ years,1,0,2014/7/1,4,460,27,5.86,3,725.4545455,906.8181818,8,1,1.0,5796.0,43.0,0,0,Sep-81,4,1,6.0,,0.0,22.0,6.0,3,2065,0.0,0.0
1026913,226913,17181.81818,5,14.22,508.46,C,政府机构,信息传输、软件和信息技术服务业,10+ years,0,2,2012/12/1,4,292,17,8.73,1,720.0,840.0,7,0,0.0,16329.0,87.8,1,0,May-96,234,1,6.0,0.0,5.0,15.0,10.0,1,6837,0.0,0.0
1005653,205653,2363.636364,3,13.99,68.35,C,普通企业,电力、热力生产供应业,10+ years,0,1,2015/12/1,4,210,43,30.92727273,0,540.0,585.0,15,0,0.0,13965.0,35.96923077,0,0,3-Aug,4,1,10.0,0.0,6.0,32.0,15.0,3,226,45.2,0.0
1034069,234069,20909.09091,3,5.427,700.02,A,上市企业,建筑业,6 years,0,2,2014/7/1,0,64,14,22.01818182,0,856.3636364,1070.454545,18,0,0.0,30467.30769,18.80769231,0,0,Apr-78,0,1,11.0,0.0,7.0,21.0,10.0,3,8119,811.9,0.0
1030344,230344,26181.81818,5,6.048,472.07,A,高等教育机构,住宿和餐饮业,5 years,0,0,2018/1/1,0,690,2,19.40727273,0,705.0,763.75,21,0,0.0,57790.0,46.6,0,1,Feb-98,0,1,9.0,0.0,21.0,29.0,10.0,4,8337,0.0,0.0
1012707,212707,6500.0,3,6.62,199.58,A,世界五百强,金融业,6 years,0,0,2014/1/1,4,778,2,19.32,0,548.1818182,685.2272727,7,0,0.0,6768.0,38.07692308,1,0,Oct-67,4,1,3.0,0.0,5.0,10.0,6.0,0,0,0.0,1.0
1015383,215383,6545.454545,3,17.57,287.5,D,上市企业,公共服务、社会组织,10+ years,0,0,2014/8/1,0,465,19,27.37636364,0,660.0,770.0,16,0,0.0,18885.0,86.65384615,0,0,Nov-97,0,1,7.0,0.0,14.0,17.0,8.0,1,122,36.6,0.0
1044832,244832,18909.09091,3,14.421,539.96,B,普通企业,交通运输、仓储和邮政业,5 years,1,1,2013/4/1,0,277,8,26.09090909,0,564.5454545,705.6818182,15,0,0.0,13779.23077,56.21538462,0,0,6-Mar,44583,1,8.0,0.0,7.0,13.0,7.0,3,3442,1032.6,0.0
1014115,214115,16363.63636,3,14.839,508.96,C,普通企业,公共服务、社会组织,10+ years,2,1,2016/10/1,4,233,19,22.45090909,0,568.6363636,710.7954545,8,0,0.0,29055.0,89.81538462,0,0,Mar-86,4,1,7.0,0.0,2.0,16.0,12.0,0,5754,1150.8,0.0
1009980,209980,21818.18182,3,12.834,686.12,C,政府机构,采矿业,3 years,1,2,2009/9/1,0,512,21,13.43,0,700.0,758.3333333,6,1,1.0,30497.0,93.8,1,0,Dec-91,18325,1,,,,,,0,0,0.0,1.0
1036377,236377,9436.363636,3,10.64,281.72,B,上市企业,金融业,10+ years,1,0,2013/9/1,4,62,13,14.11636364,0,680.0,793.3333333,15,0,0.0,23808.92308,68.8,1,0,Jun-88,2119,1,13.0,0.0,1.0,34.0,24.0,3,2764,0.0,0.0
1033900,233900,21000.0,3,10.791,697.41,B,普通企业,国际组织,6 years,0,2,2014/2/1,4,129,30,16.11272727,0,568.6363636,616.0227273,19,0,0.0,22580.92308,48.18461538,1,0,Feb-99,4,1,14.0,0.0,5.0,31.0,21.0,3,1668,166.8,0.0
1011098,211098,5000.0,3,15.389,187.96,C,普通企业,公共服务、社会组织,8 years,2,0,2015/6/1,2,106,12,14.61818182,6,725.4545455,785.9090909,11,0,0.0,3053.076923,55.89230769,0,0,Dec-92,5,1,2.0,0.0,11.0,7.0,3.0,2,122,0.0,0.0
