loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,sub_class,work_type,employer_type,industry,work_year,house_exist,house_loan_status,censor_status,marriage,offsprings,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,pub_dero_bankrup,early_return,early_return_amount,early_return_amount_3mon,recircle_b,recircle_u,initial_list_status,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,f5,isDefault
687942,206517,10000,3,11.55,330.0,B,B3,公务员,幼教与中小学校,电力、热力生产供应业,6 years,1,0,1,0,0,2013-09-01,4,134.0,8,15.95,0.0,730.0,734.0,0.0,0,0,0.0,13682.0,50.5,1,Nov-1999,38.0,1.0,4.0,0.0,3.0,7.0,5.0,0.0,0
222746,206668,5000,3,6.03,152.18,A,A1,工人,政府机构,金融业,5 years,0,0,0,0,0,2014-04-01,2,387.0,19,17.69,0.0,830.0,834.0,0.0,0,0,0.0,6363.0,9.6,1,Oct-1978,5.0,1.0,4.0,0.0,15.0,21.0,15.0,0.0,0
568596,206761,20000,3,10.75,652.41,B,B4,职员,政府机构,房地产业,10+ years,1,0,2,0,0,2016-05-01,4,240.0,21,18.63,1.0,740.0,744.0,0.0,0,0,0.0,15319.0,63.3,1,Nov-2003,4.0,1.0,2.0,0.0,8.0,10.0,6.0,0.0,0
95542,207121,35000,3,13.49,1187.57,C,C2,职员,幼教与中小学校,房地产业,4 years,1,0,2,0,0,2017-03-01,2,93.0,8,1.32,0.0,790.0,794.0,0.0,0,0,0.0,1124.0,1.2,0,May-2007,5.0,1.0,4.0,0.0,0.0,11.0,10.0,0.0,1
67530,207355,9000,3,6.03,273.92,A,A1,其他,普通企业,金融业,7 years,0,1,0,1,0,2013-07-01,0,249.0,36,11.66,0.0,825.0,829.0,0.0,2,82,27.391381521089677,3400.0,6.0,1,Dec-2002,0.0,1.0,4.0,0.0,10.0,10.0,8.0,0.0,0
717099,207479,40000,3,9.44,1280.2,B,B1,工人,政府机构,文化和体育业,5 years,1,0,1,1,4,2017-12-01,1,369.0,21,4.09,0.0,660.0,664.0,1.0,0,0,0.0,6705.0,22.7,0,May-1998,1.0,1.0,4.0,0.0,9.0,10.0,8.0,0.0,0
352994,207586,2500,3,12.62,83.78,C,C1,公务员,幼教与中小学校,公共服务、社会组织,2 years,0,0,2,0,0,2017-07-01,10,314.0,0,20.1,0.0,750.0,754.0,0.0,0,0,0.0,39038.0,80.0,0,Feb-1996,11.0,1.0,4.0,,2.0,17.0,3.0,0.0,0
229349,207675,6000,3,7.62,186.97,A,A3,职员,幼教与中小学校,信息传输、软件和信息技术服务业,4 years,1,0,0,1,5,2013-06-01,0,17.0,13,5.71,0.0,780.0,784.0,0.0,0,0,0.0,30922.0,44.6,1,Dec-2000,38.0,1.0,7.0,0.0,8.0,14.0,8.0,0.0,0
93960,208098,7000,3,8.39,220.62,A,A5,其他,政府机构,住宿和餐饮业,8 years,1,2,0,1,0,2014-07-01,4,195.0,38,19.62,0.0,745.0,749.0,0.0,0,0,0.0,5859.0,44.1,0,Feb-1991,4.0,1.0,4.0,0.0,4.0,7.0,3.0,0.0,0
196692,208132,24800,5,16.55,610.36,D,D2,职员,政府机构,信息传输、软件和信息技术服务业,10+ years,0,1,0,1,5,2015-12-01,0,89.0,3,20.45,0.0,730.0,734.0,0.0,0,0,0.0,12993.0,68.0,1,Mar-1999,0.0,1.0,5.0,0.0,9.0,14.0,7.0,0.0,1
611818,208189,25000,5,8.67,514.97,B,B1,工人,普通企业,住宿和餐饮业,10+ years,0,1,1,1,1,2014-11-01,0,76.0,26,7.15,0.0,760.0,764.0,0.0,0,0,0.0,55314.0,78.1,0,Oct-1986,0.0,1.0,4.0,0.0,2.0,11.0,6.0,0.0,0
90514,208367,28000,3,11.99,929.87,C,C1,工程师,普通企业,信息传输、软件和信息技术服务业,1 year,2,1,0,0,0,2016-01-01,1,539.0,42,11.25,0.0,750.0,754.0,0.0,0,0,0.0,45102.0,84.5,1,Nov-1994,1.0,1.0,4.0,0.0,11.0,7.0,3.0,0.0,1
741606,208436,2600,3,10.91,85.01,B,B4,公务员,普通企业,电力、热力生产供应业,10+ years,0,0,1,1,1,2017-06-01,5,26.0,18,11.63,0.0,770.0,774.0,0.0,0,0,0.0,13950.0,58.6,0,Jul-2004,6.0,1.0,1.0,0.0,5.0,9.0,3.0,0.0,0
417545,208889,11075,3,14.49,381.16,C,C4,其他,幼教与中小学校,电力、热力生产供应业,3 years,1,2,1,0,0,2016-06-01,3,317.0,36,10.05,1.0,735.0,739.0,0.0,3,171,80.02606130334506,1887.0,15.9,0,Jul-2007,3.0,1.0,7.0,0.0,2.0,16.0,6.0,0.0,0
157722,209288,20000,3,6.08,609.17,A,A2,职员,政府机构,电力、热力生产供应业,1 year,2,0,2,1,0,2018-02-01,4,137.0,32,35.43,0.0,840.0,844.0,0.0,0,0,0.0,6410.0,15.9,0,Jul-2002,4.0,1.0,3.0,0.0,3.0,7.0,4.0,0.0,0
750286,209321,10000,3,16.99,356.48,D,D1,职员,政府机构,公共服务、社会组织,10+ years,1,1,1,0,0,2017-01-01,5,365.0,19,0.24,0.0,780.0,784.0,0.0,2,58,14.696444774995726,2378.0,2.9,0,Nov-1998,6.0,1.0,2.0,0.0,0.0,21.0,17.0,0.0,0
514783,209536,8400,3,13.49,285.02,C,C2,工人,普通企业,农、林、牧、渔业,5 years,1,0,1,0,0,2016-12-01,11,141.0,13,16.74,0.0,735.0,739.0,0.0,0,0,0.0,14346.0,68.0,1,Mar-1992,12.0,1.0,6.0,0.0,1.0,15.0,7.0,0.0,1
344614,209909,20000,3,8.39,630.34,A,A5,其他,政府机构,建筑业,10+ years,0,2,0,0,0,2014-05-01,3,382.0,2,18.29,1.0,745.0,749.0,0.0,0,0,0.0,27797.0,53.5,1,Dec-1989,3.0,1.0,4.0,0.0,8.0,18.0,11.0,0.0,0
230527,210017,9450,3,8.39,297.84,B,B1,其他,普通企业,电力、热力生产供应业,10+ years,0,0,2,0,0,2016-04-01,0,227.0,35,66.04,0.0,750.0,754.0,0.0,0,0,0.0,20352.0,48.5,0,Apr-1993,0.0,1.0,8.0,0.0,13.0,11.0,3.0,0.0,1
341883,210056,35000,5,17.86,886.11,D,D5,公务员,普通企业,住宿和餐饮业,10+ years,0,1,2,1,2,2015-06-01,0,249.0,36,14.32,0.0,770.0,774.0,0.0,0,0,0.0,26404.0,62.4,0,May-1988,0.0,1.0,2.0,0.0,7.0,9.0,5.0,0.0,0
374212,210235,35000,5,15.99,850.95,C,C5,其他,幼教与中小学校,金融业,< 1 year,0,0,1,1,2,2016-12-01,4,162.0,2,0.75,0.0,780.0,784.0,0.0,1,111,37.16467887852469,2887.0,4.8,0,Feb-2006,4.0,1.0,4.0,0.0,1.0,14.0,12.0,0.0,0
42348,210325,20000,5,14.16,467.03,C,C2,工人,幼教与中小学校,电力、热力生产供应业,10+ years,1,1,1,1,1,2014-04-01,0,447.0,30,12.53,0.0,780.0,784.0,0.0,0,0,0.0,37354.0,30.9,1,Jan-1972,0.0,1.0,9.0,0.0,10.0,41.0,18.0,0.0,0
427932,210566,1000,3,23.4,38.92,E,E1,工人,幼教与中小学校,文化和体育业,4 years,1,1,2,0,0,2018-08-01,5,905.0,49,18.88,0.0,720.0,724.0,0.0,0,0,0.0,644.0,40.3,0,Apr-2015,6.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1
743782,210705,16000,5,14.33,375.04,C,C5,其他,政府机构,农、林、牧、渔业,1 year,2,2,1,0,0,2015-11-01,0,73.0,23,31.17,0.0,720.0,724.0,0.0,0,0,0.0,23525.0,71.1,1,Oct-2004,0.0,1.0,5.0,0.0,14.0,13.0,6.0,0.0,0
204818,210751,20000,3,6.49,612.89,A,A2,公务员,幼教与中小学校,房地产业,9 years,1,1,1,1,5,2016-03-01,8,17.0,13,8.13,0.0,825.0,829.0,0.0,0,0,0.0,7325.0,8.7,0,Jun-1996,9.0,1.0,7.0,0.0,6.0,26.0,14.0,0.0,0
452295,210775,18000,3,13.99,615.11,C,C4,其他,政府机构,文化和体育业,1 year,0,2,0,2,5,2015-06-01,9,235.0,8,21.68,0.0,720.0,724.0,0.0,0,0,0.0,38512.0,64.1,1,Dec-1985,10.0,1.0,7.0,0.0,1.0,17.0,10.0,0.0,0
435661,211298,8000,3,8.59,252.88,A,A5,其他,政府机构,建筑业,10+ years,2,1,0,0,0,2016-08-01,0,655.0,8,25.53,0.0,795.0,799.0,0.0,0,0,0.0,3350.0,4.1,1,Mar-2003,0.0,1.0,4.0,0.0,10.0,25.0,19.0,0.0,0
272678,211887,35000,5,13.35,802.65,C,C2,公务员,普通企业,国际组织,10+ years,0,1,2,0,0,2014-10-01,4,447.0,30,18.28,0.0,750.0,754.0,0.0,0,0,0.0,56026.0,65.0,0,Feb-1983,4.0,1.0,4.0,,2.0,11.0,4.0,0.0,1
275157,212229,35000,3,11.99,1162.34,B,B3,工程师,普通企业,建筑业,10+ years,0,1,2,0,0,2014-04-01,0,112.0,23,25.26,0.0,775.0,779.0,0.0,0,0,0.0,29946.0,52.3,1,Apr-1983,0.0,1.0,6.0,0.0,4.0,22.0,14.0,0.0,1
633367,212643,10775,5,21.99,297.54,F,F1,职员,普通企业,电力、热力生产供应业,< 1 year,2,1,2,0,0,2015-09-01,0,139.0,8,37.29,0.0,795.0,799.0,0.0,0,0,0.0,2592.0,18.1,1,Sep-1994,0.0,1.0,7.0,0.0,10.0,14.0,8.0,0.0,1
310528,212655,28000,3,5.93,850.93,A,A1,工程师,普通企业,金融业,10+ years,0,2,1,1,0,2015-03-01,0,178.0,23,15.04,0.0,825.0,829.0,0.0,0,0,0.0,7825.0,8.5,1,Feb-1999,0.0,1.0,2.0,0.0,17.0,8.0,7.0,0.0,0
94754,212783,6025,3,14.49,207.36,C,C4,职员,普通企业,信息传输、软件和信息技术服务业,4 years,0,2,1,1,4,2016-08-01,4,245.0,26,29.61,0.0,720.0,724.0,0.0,0,0,0.0,49389.0,88.5,0,Aug-2001,4.0,1.0,5.0,0.0,12.0,9.0,6.0,0.0,0
79919,213346,9225,3,15.61,322.56,D,D1,职员,普通企业,公共服务、社会组织,10+ years,1,0,1,1,3,2015-08-01,4,99.0,8,35.45,0.0,765.0,769.0,0.0,4,60,18.54472342109208,2595.0,8.0,0,Nov-2004,4.0,1.0,4.0,0.0,4.0,16.0,8.0,0.0,0
529444,213591,9000,3,22.91,347.97,E,E1,工人,政府机构,房地产业,5 years,0,0,1,0,0,2017-09-01,5,121.0,14,26.7,0.0,720.0,724.0,0.0,0,0,0.0,28100.0,49.1,1,Mar-2007,6.0,1.0,9.0,0.0,4.0,22.0,9.0,0.0,1
713857,213770,30000,5,12.99,682.44,B,B5,工人,幼教与中小学校,信息传输、软件和信息技术服务业,,0,0,2,2,2,2014-02-01,4,100.0,4,22.9,0.0,780.0,784.0,0.0,0,0,0.0,30065.0,56.8,1,Dec-1978,4.0,1.0,5.0,0.0,7.0,17.0,7.0,0.0,0
359409,213795,35000,5,11.44,768.69,B,B4,工人,世界五百强,批发和零售业,10+ years,1,1,2,1,0,2015-01-01,0,108.0,21,22.84,0.0,785.0,789.0,0.0,4,556,167.24385962349908,32660.0,20.7,0,Apr-1990,0.0,1.0,11.0,0.0,8.0,28.0,17.0,0.0,0
760395,213804,5000,3,13.99,170.87,C,C3,职员,普通企业,金融业,,0,0,1,0,0,2016-11-01,4,629.0,20,27.7,0.0,720.0,724.0,1.0,0,0,0.0,4741.0,20.8,0,May-2003,4.0,1.0,8.0,0.0,5.0,15.0,5.0,0.0,1
555155,214227,14000,5,11.44,307.48,B,B4,其他,世界五百强,金融业,5 years,2,0,0,1,1,2017-02-01,7,141.0,13,3.05,0.0,845.0,850.0,0.0,0,0,0.0,3866.0,4.8,0,Nov-1997,8.0,1.0,3.0,0.0,5.0,20.0,12.0,0.0,0
316548,214345,2400,3,16.29,84.73,C,C4,职员,政府机构,电力、热力生产供应业,10+ years,1,1,0,1,4,2013-02-01,0,139.0,8,12.18,0.0,720.0,724.0,0.0,0,0,0.0,2566.0,53.5,1,Mar-1987,0.0,1.0,5.0,0.0,2.0,13.0,3.0,0.0,0
163759,214422,21000,5,13.67,485.05,C,C3,其他,普通企业,信息传输、软件和信息技术服务业,10+ years,2,0,1,1,3,2016-04-01,4,675.0,42,7.75,1.0,735.0,739.0,0.0,0,0,0.0,19522.0,55.8,1,Jul-1973,4.0,1.0,5.0,0.0,28.0,9.0,3.0,0.0,0
570656,214437,24000,5,13.18,548.29,C,C3,其他,普通企业,制造业,,0,1,2,0,0,2015-12-01,0,115.0,8,20.36,0.0,755.0,759.0,0.0,0,0,0.0,120176.0,65.2,0,Jun-1967,0.0,1.0,4.0,0.0,0.0,8.0,2.0,0.0,0
718461,214534,10000,5,15.88,242.55,C,C4,其他,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2,0,0,2013-08-01,2,390.0,13,12.72,0.0,720.0,724.0,0.0,0,0,0.0,34246.0,63.8,1,Nov-1997,33593.0,1.0,7.0,0.0,7.0,15.0,7.0,0.0,1
404640,214568,12800,5,11.67,282.6,B,B4,其他,政府机构,国际组织,8 years,0,0,1,1,4,2014-05-01,0,207.0,0,22.08,0.0,755.0,759.0,0.0,0,0,0.0,36833.0,57.5,1,Jun-1995,0.0,1.0,5.0,0.0,6.0,16.0,13.0,0.0,0
246870,214662,12500,3,8.59,395.12,A,A5,公务员,普通企业,金融业,10+ years,2,0,2,1,0,2016-09-01,4,162.0,2,24.06,0.0,755.0,759.0,0.0,0,0,0.0,69312.0,36.7,0,Dec-1994,4.0,1.0,21.0,0.0,10.0,47.0,13.0,0.0,0
258603,214704,18000,3,14.08,615.9,C,C3,公务员,政府机构,电力、热力生产供应业,10+ years,1,2,0,1,2,2017-12-01,0,93.0,8,31.87,0.0,720.0,724.0,0.0,0,0,0.0,7502.0,67.6,0,Nov-1996,0.0,1.0,6.0,0.0,10.0,12.0,5.0,0.0,0
312418,214931,24000,5,11.44,527.1,B,B4,其他,普通企业,金融业,10+ years,2,0,1,0,0,2017-04-01,3,52.0,19,4.49,0.0,795.0,799.0,0.0,5,275,57.88339028126485,12630.0,15.2,0,Sep-1996,3.0,1.0,4.0,0.0,4.0,17.0,9.0,0.0,0
526903,214983,10000,3,8.59,316.1,A,A5,工人,普通企业,信息传输、软件和信息技术服务业,5 years,2,0,0,1,5,2016-09-01,0,355.0,18,3.29,0.0,765.0,769.0,0.0,0,0,0.0,2106.0,10.6,0,Oct-2004,0.0,1.0,4.0,0.0,2.0,5.0,4.0,0.0,0
49005,215052,20000,5,14.65,472.14,C,C5,其他,世界五百强,住宿和餐饮业,10+ years,0,2,1,0,0,2015-09-01,0,526.0,20,23.88,0.0,735.0,739.0,0.0,0,0,0.0,21870.0,77.0,0,Dec-1986,0.0,1.0,7.0,0.0,2.0,13.0,6.0,0.0,1
494801,215084,3000,3,5.32,90.35,A,A1,其他,普通企业,电力、热力生产供应业,10+ years,0,1,1,1,5,2016-04-01,3,253.0,21,2.92,0.0,825.0,829.0,0.0,0,0,0.0,11009.0,22.9,0,Apr-1998,3.0,1.0,4.0,0.0,2.0,16.0,10.0,0.0,0
647893,215324,16000,3,6.03,486.97,A,A1,公务员,政府机构,房地产业,10+ years,0,1,0,1,5,2015-01-01,0,616.0,0,12.84,0.0,830.0,834.0,0.0,0,0,0.0,40843.0,38.1,1,Mar-1980,0.0,1.0,9.0,0.0,7.0,14.0,6.0,0.0,0
136538,215429,3500,3,13.18,118.24,C,C3,工人,幼教与中小学校,公共服务、社会组织,1 year,1,0,1,1,2,2015-12-01,0,709.0,27,35.72,0.0,740.0,744.0,0.0,2,266,71.11848683697863,2934.0,40.7,0,May-2009,0.0,1.0,3.0,0.0,4.0,4.0,3.0,0.0,0
246296,215573,1000,3,20.75,37.55,E,E2,职员,政府机构,电力、热力生产供应业,2 years,1,0,1,1,3,2016-03-01,5,55.0,29,23.44,0.0,720.0,724.0,0.0,3,159,36.26970976154293,16109.0,42.5,1,Jan-1993,6.0,1.0,2.0,0.0,9.0,5.0,2.0,0.0,0
317231,215587,15000,5,15.61,361.67,C,C3,职员,幼教与中小学校,公共服务、社会组织,10+ years,0,2,2,2,1,2013-12-01,0,14.0,11,25.69,0.0,720.0,724.0,1.0,0,0,0.0,15117.0,51.9,1,Sep-1991,23289.0,1.0,7.0,0.0,2.0,13.0,4.0,0.0,0
116294,215838,7500,3,5.32,225.87,A,A1,工程师,政府机构,信息传输、软件和信息技术服务业,1 year,2,2,0,1,4,2017-08-01,4,186.0,9,6.16,0.0,830.0,834.0,0.0,0,0,0.0,7756.0,6.3,1,Jun-1996,4.0,1.0,7.0,0.0,7.0,22.0,12.0,0.0,0
640804,215943,6000,3,8.24,188.69,B,B1,工程师,普通企业,金融业,2 years,2,0,1,0,0,2017-02-01,1,299.0,0,1.23,0.0,820.0,824.0,0.0,0,0,0.0,36057.0,56.3,0,Jun-1994,1.0,1.0,7.0,0.0,3.0,23.0,5.0,0.0,1
585621,216056,19650,3,11.99,652.57,C,C1,公务员,幼教与中小学校,金融业,9 years,0,1,0,1,0,2016-02-01,0,365.0,19,17.69,0.0,805.0,809.0,0.0,0,0,0.0,3860.0,19.9,0,Mar-1996,0.0,1.0,6.0,0.0,5.0,10.0,4.0,0.0,0
66113,216211,15475,3,21.49,586.93,D,D5,工程师,普通企业,采矿业,2 years,1,0,2,0,0,2016-06-01,0,23.0,9,12.1,0.0,720.0,724.0,1.0,0,0,0.0,4107.0,38.4,1,Jan-1994,0.0,1.0,4.0,0.0,9.0,4.0,3.0,0.0,1
714759,216806,10000,3,17.99,361.48,D,D2,其他,普通企业,金融业,10+ years,0,0,1,0,0,2016-07-01,2,410.0,8,20.49,0.0,720.0,724.0,0.0,0,0,0.0,27304.0,48.9,0,Apr-1996,5.0,1.0,4.0,0.0,16.0,14.0,6.0,1.0,1
44682,217343,15000,5,17.86,379.76,D,D5,工人,普通企业,公共服务、社会组织,,2,1,0,0,0,2015-07-01,5,237.0,21,36.12,0.0,790.0,794.0,0.0,0,0,0.0,13331.0,22.5,1,Feb-1968,6.0,1.0,8.0,0.0,1.0,21.0,10.0,0.0,1
161121,217457,18000,5,12.69,406.71,B,B5,工人,政府机构,住宿和餐饮业,7 years,0,0,1,0,0,2012-01-01,0,32.0,21,22.63,0.0,735.0,739.0,0.0,2,66,25.229662593353137,10845.0,45.8,1,Aug-2004,784.0,1.0,,,,,,,0
454983,217459,16000,3,14.65,551.91,C,C5,工人,上市企业,公共服务、社会组织,9 years,2,0,2,0,0,2015-07-01,1,261.0,8,10.22,1.0,720.0,724.0,0.0,0,0,0.0,2610.0,48.3,0,May-1998,1.0,1.0,1.0,0.0,10.0,9.0,7.0,0.0,0
119694,217594,8000,3,13.49,271.45,C,C2,职员,幼教与中小学校,公共服务、社会组织,10+ years,0,1,1,0,0,2017-01-01,0,447.0,30,18.6,0.0,730.0,734.0,0.0,0,0,0.0,22481.0,51.9,1,Aug-1998,0.0,1.0,6.0,0.0,3.0,11.0,8.0,0.0,1
472654,217622,28175,3,11.98,935.55,B,B5,职员,政府机构,公共服务、社会组织,10+ years,0,1,1,0,0,2018-03-01,0,134.0,8,23.65,0.0,730.0,734.0,0.0,0,0,0.0,23432.0,54.0,0,Sep-1998,0.0,1.0,6.0,0.0,34.0,15.0,9.0,1.0,0
205065,218812,30000,3,15.31,1044.52,C,C5,工程师,普通企业,电力、热力生产供应业,10+ years,0,0,2,1,0,2016-02-01,0,337.0,14,28.2,0.0,755.0,759.0,0.0,0,0,0.0,46920.0,63.0,0,Jul-1996,0.0,1.0,11.0,,11.0,24.0,8.0,0.0,0
551161,218854,15000,3,9.17,478.19,B,B2,工人,政府机构,金融业,10+ years,0,0,0,0,0,2015-12-01,0,124.0,13,17.25,0.0,755.0,759.0,0.0,0,0,0.0,148084.0,52.8,0,Jul-1993,0.0,1.0,5.0,0.0,10.0,16.0,7.0,0.0,0
355298,218862,26500,5,13.35,607.72,C,C2,工人,高等教育机构,金融业,10+ years,0,0,1,1,3,2014-07-01,3,179.0,2,9.91,1.0,805.0,809.0,0.0,0,0,0.0,103927.0,10.7,0,Jan-1981,3.0,1.0,7.0,0.0,7.0,36.0,23.0,0.0,0
628302,218952,35000,3,16.02,1230.85,C,C5,职员,普通企业,房地产业,5 years,2,1,2,0,0,2018-02-01,4,548.0,36,25.05,0.0,735.0,739.0,0.0,0,0,0.0,26160.0,69.4,0,Feb-2004,4.0,1.0,8.0,0.0,29.0,13.0,10.0,0.0,0
698057,219027,2250,3,10.99,73.66,B,B2,职员,政府机构,农、林、牧、渔业,2 years,0,0,1,0,0,2014-04-01,5,190.0,17,28.67,0.0,795.0,799.0,0.0,0,0,0.0,12229.0,46.7,1,Jul-2002,6.0,1.0,1.0,0.0,10.0,6.0,3.0,0.0,0
262551,219030,28800,5,14.99,685.0,C,C4,其他,政府机构,电力、热力生产供应业,10+ years,0,0,1,0,0,2017-01-01,0,28.0,12,11.88,0.0,800.0,804.0,0.0,0,0,0.0,24998.0,53.4,0,Dec-1997,0.0,1.0,3.0,0.0,5.0,7.0,5.0,0.0,0
361407,219225,40000,5,13.56,921.64,C,C1,其他,政府机构,公共服务、社会组织,10+ years,0,0,2,1,3,2018-07-01,0,145.0,8,21.52,0.0,665.0,669.0,0.0,0,0,0.0,24442.0,49.9,0,Apr-1999,0.0,1.0,11.0,0.0,22.0,23.0,14.0,0.0,0
39380,219624,18000,5,20.99,486.86,E,E5,工人,普通企业,信息传输、软件和信息技术服务业,9 years,0,1,2,1,0,2015-12-01,0,235.0,8,8.62,0.0,720.0,724.0,1.0,4,256,111.68861623771916,0.0,0.0,0,Feb-1998,0.0,1.0,0.0,0.0,20.0,6.0,3.0,0.0,0
554215,219653,24125,3,8.39,760.34,B,B1,职员,政府机构,房地产业,7 years,0,2,0,3,2,2016-02-01,4,141.0,13,18.34,0.0,750.0,754.0,0.0,0,0,0.0,30754.0,71.7,0,Oct-1990,4.0,1.0,4.0,0.0,3.0,6.0,4.0,0.0,0
364001,219674,18000,5,13.99,418.74,C,C4,职员,普通企业,制造业,,1,1,2,0,0,2015-04-01,0,410.0,8,21.35,0.0,720.0,724.0,0.0,0,0,0.0,8294.0,92.2,0,Oct-1964,0.0,1.0,2.0,0.0,4.0,7.0,5.0,0.0,1
351183,219930,2000,3,14.3,68.65,C,C1,公务员,普通企业,房地产业,3 years,2,0,0,1,4,2013-11-01,2,584.0,13,21.7,0.0,720.0,724.0,0.0,0,0,0.0,4642.0,77.4,1,Sep-2004,27320.0,1.0,2.0,0.0,5.0,4.0,0.0,0.0,0
50544,220069,15000,5,13.99,348.95,C,C3,工人,政府机构,国际组织,9 years,1,0,0,1,0,2016-11-01,4,292.0,17,23.97,0.0,720.0,724.0,1.0,0,0,0.0,8125.0,35.3,0,May-2004,4.0,1.0,5.0,0.0,6.0,8.0,5.0,0.0,0
354926,220474,35000,5,17.99,888.58,D,D2,工程师,普通企业,电力、热力生产供应业,1 year,0,0,1,0,0,2016-07-01,5,44.0,26,11.3,0.0,765.0,769.0,0.0,0,0,0.0,12297.0,45.4,0,Mar-1997,6.0,1.0,4.0,0.0,11.0,5.0,4.0,0.0,1
94497,220535,8000,3,15.02,277.41,C,C3,工人,幼教与中小学校,住宿和餐饮业,10+ years,0,0,0,0,0,2018-08-01,0,62.0,13,29.08,0.0,720.0,724.0,1.0,0,0,0.0,6339.0,37.5,0,Aug-2012,0.0,1.0,5.0,0.0,14.0,9.0,6.0,0.0,1
449090,220801,31750,3,12.99,1069.64,C,C2,工程师,普通企业,建筑业,3 years,0,0,1,1,5,2016-05-01,4,390.0,13,12.81,0.0,780.0,784.0,0.0,0,0,0.0,15593.0,48.4,1,Jun-1998,4.0,1.0,3.0,0.0,13.0,18.0,8.0,0.0,0
101746,220855,7000,3,14.33,240.37,C,C1,其他,普通企业,电力、热力生产供应业,4 years,1,1,0,0,0,2013-06-01,0,162.0,2,22.9,0.0,720.0,724.0,0.0,0,0,0.0,7135.0,68.0,1,May-2006,104.0,1.0,4.0,0.0,16.0,7.0,5.0,0.0,0
194818,221260,15000,3,8.9,476.3,A,A5,职员,普通企业,公共服务、社会组织,2 years,0,0,0,1,0,2014-04-01,0,371.0,7,14.75,0.0,745.0,749.0,0.0,0,0,0.0,14526.0,41.4,0,Jun-1988,0.0,1.0,4.0,0.0,7.0,25.0,16.0,0.0,1
324341,221300,2500,3,11.48,82.42,B,B5,职员,普通企业,房地产业,,1,1,0,0,0,2015-12-01,0,103.0,36,38.06,0.0,770.0,774.0,0.0,2,278,84.8742399400943,2469.0,8.2,0,Nov-2005,0.0,1.0,2.0,0.0,5.0,11.0,6.0,0.0,0
517969,221322,3800,3,21.18,143.52,E,E3,公务员,政府机构,建筑业,,1,1,2,0,0,2016-03-01,0,107.0,30,36.88,0.0,720.0,724.0,0.0,0,0,0.0,7008.0,98.7,1,Sep-1994,0.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,0
232417,221894,25000,5,12.69,564.87,C,C2,工人,上市企业,信息传输、软件和信息技术服务业,< 1 year,1,0,1,1,0,2015-04-01,4,216.0,8,22.52,0.0,750.0,754.0,0.0,1,68,17.401256612319347,23165.0,79.1,0,Apr-2003,4.0,1.0,2.0,0.0,2.0,7.0,4.0,0.0,0
514454,222263,30000,3,8.9,952.6,A,A5,工程师,普通企业,批发和零售业,3 years,0,1,1,1,3,2013-05-01,0,19.0,14,6.05,0.0,755.0,759.0,0.0,0,0,0.0,25047.0,46.6,0,Jan-1998,0.0,1.0,4.0,0.0,4.0,25.0,14.0,0.0,0
184253,222473,15000,5,21.45,409.61,D,D5,公务员,高等教育机构,采矿业,10+ years,1,1,2,1,4,2017-08-01,0,111.0,8,27.96,0.0,720.0,724.0,1.0,0,0,0.0,23996.0,40.9,0,Aug-1994,0.0,1.0,7.0,0.0,3.0,15.0,8.0,0.0,0
428206,222601,7200,3,14.3,247.13,C,C1,工人,世界五百强,电力、热力生产供应业,4 years,0,0,1,0,0,2013-09-01,0,628.0,24,20.27,0.0,720.0,724.0,0.0,0,0,0.0,6038.0,52.1,1,Apr-1991,352.0,1.0,3.0,0.0,2.0,8.0,8.0,0.0,1
168106,222647,14000,3,10.75,456.69,B,B4,工人,上市企业,农、林、牧、渔业,4 years,1,1,1,0,0,2016-02-01,0,309.0,30,6.98,1.0,735.0,739.0,0.0,3,246,88.71883289082399,1278.0,10.1,0,Sep-2007,0.0,1.0,4.0,0.0,3.0,9.0,5.0,0.0,0
90289,222859,20000,5,12.69,451.9,B,B5,其他,世界五百强,公共服务、社会组织,10+ years,1,1,2,0,0,2012-01-01,0,25.0,13,16.88,0.0,740.0,744.0,0.0,3,381,224.69744535481098,19936.0,62.1,1,Dec-1988,61577.0,1.0,,,,,,,0
307704,223077,19550,3,12.69,655.81,C,C2,工人,幼教与中小学校,住宿和餐饮业,3 years,0,1,0,0,0,2015-10-01,2,390.0,13,19.47,0.0,770.0,774.0,0.0,0,0,0.0,12706.0,24.0,0,Nov-2005,5.0,1.0,5.0,0.0,5.0,30.0,7.0,0.0,1
296208,223247,12800,5,19.03,332.26,D,D3,职员,上市企业,房地产业,10+ years,0,1,1,1,4,2017-11-01,0,171.0,8,14.91,1.0,720.0,724.0,1.0,0,0,0.0,6960.0,34.5,0,Dec-1994,0.0,1.0,4.0,0.0,2.0,15.0,10.0,0.0,0
301480,223386,25000,3,20.31,933.05,D,D5,其他,普通企业,国际组织,10+ years,0,0,1,1,5,2013-07-01,5,62.0,13,9.32,1.0,740.0,744.0,0.0,0,0,0.0,366026.0,77.6,1,Apr-1991,6.0,1.0,4.0,0.0,10.0,22.0,13.0,3.0,0
